_id,id_l,id_r,name_l,addr_l,city_l,phone_l,type__l,name_r,addr_r,city_r,phone_r,type__r,type_match_pred,city_contain_pred,name_edit_pred,name_contain_pred,name_unmatch_pred,addr_contain_pred,addr_edit_pred,addr_num_match_pred,addr_unmatch_pred,phone_match_pred,city_unmatch_pred,phone_area_code_unmatch_pred
124,797,12,'hard rock cafe','221 w. 57th st.','new york',212/489-6565,american,'cafe \'50s','838 lincoln blvd.',venice,310-399-1955,american,1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
125,805,12,'internet cafe','82 e. 3rd st.  between 1st and 2nd aves.','new york','212/ 614-0747','coffee bar','cafe \'50s','838 lincoln blvd.',venice,310-399-1955,american,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1
126,835,12,'manhattan cafe','1161 1st ave.  between 63rd and 64th sts.','new york',212/888-6556,american,'cafe \'50s','838 lincoln blvd.',venice,310-399-1955,american,1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
127,842,12,'milan cafe and coffee bar','120 w. 23rd st.','new york',212/807-1801,'coffee bar','cafe \'50s','838 lincoln blvd.',venice,310-399-1955,american,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
128,846,12,'motown cafe','104 w. 57th st.  near 6th ave.','new york',212/581-8030,american,'cafe \'50s','838 lincoln blvd.',venice,310-399-1955,american,1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
129,865,12,'popover cafe','551 amsterdam ave.  between 86th and 87th sts.','new york',212/595-8555,american,'cafe \'50s','838 lincoln blvd.',venice,310-399-1955,american,1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
130,888,12,'sweet\'n\'tart cafe','76 mott st. at canal st.','new york',212/334-8088,asian,'cafe \'50s','838 lincoln blvd.',venice,310-399-1955,american,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1
131,905,12,'victor\'s cafe','52 236 w. 52nd st.','new york',212/586-7714,'latin american','cafe \'50s','838 lincoln blvd.',venice,310-399-1955,american,1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
132,921,12,'cafe renaissance','7050 jimmy carter blvd.  norcross',atlanta,770/441--0291,american,'cafe \'50s','838 lincoln blvd.',venice,310-399-1955,american,1,-1,0,0,0,0,0,-1,0,-1,-1,-1
133,954,12,'sundown cafe','2165 cheshire bridge rd.',atlanta,404/321-1118,american,'cafe \'50s','838 lincoln blvd.',venice,310-399-1955,american,1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
134,966,12,'cafe michelle','1350 e. flamingo rd.','las vegas',702/735-8686,american,'cafe \'50s','838 lincoln blvd.',venice,310-399-1955,american,1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
135,967,12,'cafe roma','3570 las vegas blvd. s','las vegas',702/731-7547,'coffee shops/diners','cafe \'50s','838 lincoln blvd.',venice,310-399-1955,american,-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
136,995,12,'cafe adriano','3347 fillmore st.','san francisco',415/474-4180,italian,'cafe \'50s','838 lincoln blvd.',venice,310-399-1955,american,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
137,996,12,'cafe marimba','2317 chestnut st.','san francisco',415/776-1506,'mexican/latin american/spanish','cafe \'50s','838 lincoln blvd.',venice,310-399-1955,american,1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
138,1007,12,'grand cafe hotel monaco','501 geary st.','san francisco',415/292-0101,american,'cafe \'50s','838 lincoln blvd.',venice,310-399-1955,american,1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
139,1046,12,'south park cafe','108 south park','san francisco',415/495-7275,french,'cafe \'50s','838 lincoln blvd.',venice,310-399-1955,american,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
140,1049,12,'stars cafe','500 van ness ave.','san francisco',415/861-4344,american,'cafe \'50s','838 lincoln blvd.',venice,310-399-1955,american,1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
141,1050,12,'stoyanof\'s cafe','1240 9th ave.','san francisco',415/664-3664,'greek and middle eastern','cafe \'50s','838 lincoln blvd.',venice,310-399-1955,american,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
142,1051,12,'straits cafe','3300 geary blvd.','san francisco',415/668-1783,asian,'cafe \'50s','838 lincoln blvd.',venice,310-399-1955,american,-1,-1,-1,0,0,0,0,-1,0,-1,-1,-1
143,1066,12,'zuni cafe & grill','1658 market st.','san francisco',415/552-2522,mediterranean,'cafe \'50s','838 lincoln blvd.',venice,310-399-1955,american,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
144,537,13,'cafe bizou','14016 ventura blvd.','sherman oaks',818/788-3536,french,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
145,560,13,'cafe lalo','201 w. 83rd st.','new york',212/496-6031,'coffee bar','cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
146,561,13,'cafe des artistes','1 w. 67th st.','new york',212/877-3500,continental,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
147,585,13,'park avenue cafe','100 e. 63rd st.','new york',212/644-1900,american,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
148,590,13,'river cafe','1 water st. at the east river',brooklyn,718/522-5200,american,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
149,599,13,'union square cafe','21 e. 16th st.','new york',212/243-4020,american,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1
150,602,13,'coyote cafe','3799 las vegas blvd. s','las vegas',702/891-7349,southwestern,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
151,623,13,'cafe  ritz-carlton  buckhead','3434 peachtree rd.',atlanta,404/237-2700,'ext 6108 international','cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
152,631,13,'cafe claude','7 claude la.','san francisco',415/392-3505,french,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
153,642,13,'plumpjack cafe','3201 fillmore st.','san francisco',415/563-4755,mediterranean,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
154,657,13,'cafe pinot','700 w. fifth st.','los angeles',213/239-6500,californian,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
155,663,13,'clearwater cafe','168 w. colorado blvd.','los angeles',818/356-0959,'health food','cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
156,674,13,'hard rock cafe','8600 beverly blvd.','los angeles',310/276-7605,american,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,-1,0,-1,-1,0
157,708,13,'west beach cafe','60 n. venice blvd.','los angeles',310/823-5396,american,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,0,0,-1,-1,0
158,732,13,'bryant park grill  roof restaurant and bp cafe','25 w. 40th st.  between 5th and 6th aves.','new york',212/840-6500,american,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1
159,735,13,'cafe bianco','1486 2nd ave.  between 77th and 78th sts.','new york',212/988-2655,'coffee bar','cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
160,736,13,'cafe botanica','160 central park s','new york',212/484-5120,french,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
161,737,13,'cafe la fortuna','69 w. 71st st.','new york',212/724-5846,'coffee bar','cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
162,738,13,'cafe luxembourg','200 w. 70th st.','new york',212/873-7411,french,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
163,739,13,'cafe pierre','2 e. 61st st.','new york',212/940-8185,french,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
164,740,13,'cafe centro','200 park ave.  between 45th st. and vanderbilt ave.','new york',212/818-1222,french,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
165,741,13,'cafe fes','246 w. 4th st. at charles st.','new york',212/924-7653,mediterranean,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
166,759,13,'corrado cafe','1013 3rd ave.  between 60th and 61st sts.','new york',212/753-5100,'coffee bar','cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
167,760,13,'cupcake cafe','522 9th ave. at 39th st.','new york',212/465-1530,'coffee bar','cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
168,766,13,'duane park cafe','157 duane st.  between w. broadway and hudson st.','new york',212/732-5555,american,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
169,771,13,'evergreen cafe','1288 1st ave. at 69th st.','new york',212/744-3266,asian,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
170,776,13,'film center cafe','635 9th ave.  between 44th and 45th sts.','new york','212/ 262-2525',american,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
171,777,13,'fiorello\'s roman cafe','1900 broadway  between 63rd and 64th sts.','new york',212/595-5330,italian,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
172,786,13,'french roast cafe','2340 broadway at 85th st.','new york',212/799-1533,'coffee bar','cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
173,797,13,'hard rock cafe','221 w. 57th st.','new york',212/489-6565,american,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
174,805,13,'internet cafe','82 e. 3rd st.  between 1st and 2nd aves.','new york','212/ 614-0747','coffee bar','cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1
175,835,13,'manhattan cafe','1161 1st ave.  between 63rd and 64th sts.','new york',212/888-6556,american,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
176,842,13,'milan cafe and coffee bar','120 w. 23rd st.','new york',212/807-1801,'coffee bar','cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
177,846,13,'motown cafe','104 w. 57th st.  near 6th ave.','new york',212/581-8030,american,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
178,865,13,'popover cafe','551 amsterdam ave.  between 86th and 87th sts.','new york',212/595-8555,american,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
179,888,13,'sweet\'n\'tart cafe','76 mott st. at canal st.','new york',212/334-8088,asian,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
180,905,13,'victor\'s cafe','52 236 w. 52nd st.','new york',212/586-7714,'latin american','cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
181,921,13,'cafe renaissance','7050 jimmy carter blvd.  norcross',atlanta,770/441--0291,american,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
182,954,13,'sundown cafe','2165 cheshire bridge rd.',atlanta,404/321-1118,american,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
183,966,13,'cafe michelle','1350 e. flamingo rd.','las vegas',702/735-8686,american,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
184,967,13,'cafe roma','3570 las vegas blvd. s','las vegas',702/731-7547,'coffee shops/diners','cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
185,995,13,'cafe adriano','3347 fillmore st.','san francisco',415/474-4180,italian,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
186,996,13,'cafe marimba','2317 chestnut st.','san francisco',415/776-1506,'mexican/latin american/spanish','cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
187,1007,13,'grand cafe hotel monaco','501 geary st.','san francisco',415/292-0101,american,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
188,1046,13,'south park cafe','108 south park','san francisco',415/495-7275,french,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
189,1049,13,'stars cafe','500 van ness ave.','san francisco',415/861-4344,american,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
190,1050,13,'stoyanof\'s cafe','1240 9th ave.','san francisco',415/664-3664,'greek and middle eastern','cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
191,1051,13,'straits cafe','3300 geary blvd.','san francisco',415/668-1783,asian,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,-1,0,0,0,0,-1,0,-1,-1,-1
192,1066,13,'zuni cafe & grill','1658 market st.','san francisco',415/552-2522,mediterranean,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
193,633,15,'chez michel','804 northpoint','san francisco',415/775-7036,french,'chez melange','1716 pch','redondo beach',310-540-1222,eclectic,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
194,753,15,'chez jacqueline','72 macdougal st.  between w. houston and bleecker sts.','new york',212/505-0727,french,'chez melange','1716 pch','redondo beach',310-540-1222,eclectic,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
195,957,17,'antonio\'s','3700 w. flamingo','las vegas',702/252-7737,italian,'don antonio\'s','1136 westwood blvd.',westwood,310-209-1422,italian,1,-1,0,1,0,0,0,-1,-1,-1,-1,-1
196,543,20,'grill on the alley','9560 dayton way','los angeles',310/276-0615,american,'feast from the east','1949 westwood blvd.','west la',310-475-0400,chinese,-1,-1,0,0,0,0,0,-1,-1,-1,-1,0
197,549,20,'the palm','9001 santa monica blvd.','los angeles',310/550-8811,american,'feast from the east','1949 westwood blvd.','west la',310-475-0400,chinese,-1,-1,0,0,0,0,0,-1,0,-1,-1,0
198,551,20,'philippe\'s the original','1001 n. alameda st.','los angeles',213/628-3781,american,'feast from the east','1949 westwood blvd.','west la',310-475-0400,chinese,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
199,595,20,'sign of the dove','1110 3rd ave. at 65th st.','new york',212/861-8080,american,'feast from the east','1949 westwood blvd.','west la',310-475-0400,chinese,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
200,597,20,'tavern on the green','in central park at 67th st.','new york',212/873-3200,american,'feast from the east','1949 westwood blvd.','west la',310-475-0400,chinese,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
201,695,20,'rj\'s the rib joint','252 n. beverly dr.','los angeles',310/274-7427,american,'feast from the east','1949 westwood blvd.','west la',310-475-0400,chinese,-1,-1,0,0,0,0,0,-1,-1,-1,-1,0
202,703,20,'the mandarin','430 n. camden dr.','los angeles',310/859-0926,asian,'feast from the east','1949 westwood blvd.','west la',310-475-0400,chinese,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,0
203,894,20,'the coffee pot','350 9th ave. at 49th st.','new york',212/265-3566,'coffee bar','feast from the east','1949 westwood blvd.','west la',310-475-0400,chinese,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
204,895,20,'the savannah club','2420 broadway at 89th st.','new york',212/496-1066,american,'feast from the east','1949 westwood blvd.','west la',310-475-0400,chinese,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
205,927,20,'dante\'s down the hatch  buckhead','3380 peachtree rd.',atlanta,404/266-1600,continental,'feast from the east','1949 westwood blvd.','west la',310-475-0400,chinese,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
206,928,20,'dante\'s down the hatch','underground underground mall  underground atlanta',atlanta,404/577-1800,continental,'feast from the east','1949 westwood blvd.','west la',310-475-0400,chinese,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
207,960,20,'battista\'s hole in the wall','4041 audrie st. at flamingo rd.','las vegas',702/732-1424,italian,'feast from the east','1949 westwood blvd.','west la',310-475-0400,chinese,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
208,973,20,feast,'2411 w. sahara ave.','las vegas',702/367-2411,buffets,'feast from the east','1949 westwood blvd.','west la',310-475-0400,chinese,-1,-1,0,1,0,0,0,-1,-1,-1,-1,-1
209,983,20,'the bacchanal','3570 las vegas blvd. s','las vegas',702/731-7525,'only in las vegas','feast from the east','1949 westwood blvd.','west la',310-475-0400,chinese,-1,-1,-1,0,0,0,0,-1,0,-1,-1,-1
210,1054,20,'the heights','3235 sacramento st.','san francisco',415/474-8890,french,'feast from the east','1949 westwood blvd.','west la',310-475-0400,chinese,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
211,543,21,'grill on the alley','9560 dayton way','los angeles',310/276-0615,american,'gumbo pot  the','6333 w. third st.',la,213-933-0358,cajun/creole,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
212,549,21,'the palm','9001 santa monica blvd.','los angeles',310/550-8811,american,'gumbo pot  the','6333 w. third st.',la,213-933-0358,cajun/creole,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
213,551,21,'philippe\'s the original','1001 n. alameda st.','los angeles',213/628-3781,american,'gumbo pot  the','6333 w. third st.',la,213-933-0358,cajun/creole,-1,-1,-1,0,0,0,0,-1,0,-1,-1,0
214,595,21,'sign of the dove','1110 3rd ave. at 65th st.','new york',212/861-8080,american,'gumbo pot  the','6333 w. third st.',la,213-933-0358,cajun/creole,-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
215,597,21,'tavern on the green','in central park at 67th st.','new york',212/873-3200,american,'gumbo pot  the','6333 w. third st.',la,213-933-0358,cajun/creole,-1,-1,0,0,0,0,0,0,0,-1,-1,-1
216,695,21,'rj\'s the rib joint','252 n. beverly dr.','los angeles',310/274-7427,american,'gumbo pot  the','6333 w. third st.',la,213-933-0358,cajun/creole,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
217,703,21,'the mandarin','430 n. camden dr.','los angeles',310/859-0926,asian,'gumbo pot  the','6333 w. third st.',la,213-933-0358,cajun/creole,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
218,894,21,'the coffee pot','350 9th ave. at 49th st.','new york',212/265-3566,'coffee bar','gumbo pot  the','6333 w. third st.',la,213-933-0358,cajun/creole,-1,-1,-1,0,0,0,0,-1,0,-1,-1,-1
219,895,21,'the savannah club','2420 broadway at 89th st.','new york',212/496-1066,american,'gumbo pot  the','6333 w. third st.',la,213-933-0358,cajun/creole,-1,-1,-1,0,0,0,0,-1,0,-1,-1,-1
220,927,21,'dante\'s down the hatch  buckhead','3380 peachtree rd.',atlanta,404/266-1600,continental,'gumbo pot  the','6333 w. third st.',la,213-933-0358,cajun/creole,-1,1,0,0,0,0,0,-1,-1,-1,-1,-1
221,928,21,'dante\'s down the hatch','underground underground mall  underground atlanta',atlanta,404/577-1800,continental,'gumbo pot  the','6333 w. third st.',la,213-933-0358,cajun/creole,-1,1,0,0,0,0,0,0,-1,-1,-1,-1
