id,title,screen_size_diagonal,response_time,supported_aspect_ratio,contrast_ratio_static,screen_brightness,supported_resolution,screen_type,number_of_colors
www.odsi.co.uk//150,"NEC-60003587-NEC MultiSync EA234WMi - 23"" - (1920 x 1080) - LED-Backlit LCD Monitor","NEC MultiSync EA234WMi - LED monitor - 23""",6 ms (grey-to-grey) 6 ms (grey-to-grey),Widescreen - 16:9 Widescreen - 16:9,1000:1 / 25000:1 (dynamic) 1000:1 / 25000:1 (dynamic),250 cd/m2 250 cd/m2,1920 x 1080 at 60 Hz 1920 x 1080 at 60 Hz,LED-backlit LCD monitor / TFT active matrix,16.8 million colours 16.8 million colours
www.odsi.co.uk//42,"NEC-60003543-NEC SpectraView Reference 242-BK - 24.1"" - LED-backlit LCD Monitor","NEC SpectraView Reference 242 - LED monitor - 24.1""",16 ms (On/Off); 8 ms (grey-to-grey) 16 ms (On/Off); 8 ms (grey-to-grey),Widescreen Widescreen,1000:1 1000:1,340 cd/m2 340 cd/m2,1920 x 1200 at 60 Hz 1920 x 1200 at 60 Hz,LED-backlit LCD monitor / TFT active matrix,1.07 billion colours 1.07 billion colours
www.odsi.co.uk//181,"Lenovo 60A1MAT2UK ThinkVision LT2223p - 21.5"" Widescreen LED Monitor","21.5""",5 ms,Widescreen - 16:9,1000:1 / 2000000:1 (dynamic),250 cd/m2,FullHD 1920 x 1080,LED-backlit LCD monitor / TFT active matrix,16.7 million colours
www.odsi.co.uk//158,"NEC-60002993-NEC SpectraView Reference 241-BK - 24.1"" - LCD Monitor","24.1""",16 ms (typical rise + fall); 8 ms (grey-to-grey) 16 ms (typical rise + fall); 8 ms (grey-to-grey),Widescreen - 16:10 Widescreen - 16:10,1000:1 1000:1,360 cd/m2 360 cd/m2,1920 x 1200 1920 x 1200,LCD monitor / TFT active matrix,16.7 million colours 16.7 million colours
www.odsi.co.uk//162,"NEC-60003152-NEC MultiSync EX201W - 20"" - LED-Backlit LCD Monitor","20.0""",3.7 ms 3.7 ms,Widescreen - 16:9 Widescreen - 16:9,1000:1 / 25000:1 (dynamic) 1000:1 / 25000:1 (dynamic),250 cd/m2 250 cd/m2,1600 x 900 at 60 Hz 1600 x 900 at 60 Hz,LED-backlit LCD monitor / TFT active matrix,16.7 million colours 16.7 million colours
www.odsi.co.uk//73,VA2246-LED 22 DVI FULL HD LED VA2246-LED Viewsonic,"21.5""",5 ms,Widescreen - 16:9 Widescreen,1000:1 / 10000000:1 (dynamic),250 cd/m2,FullHD 1920 x 1080 1920 x 1080,"DVI, VGA",
www.odsi.co.uk//75,NEC EA273WMI-BK 27 inch eco-friendly desktop monitor with IPS system enabled,"NEC MultiSync EA273WMi - LED monitor - 27""",,Widescreen - 16:9 Widescreen - 16:9,1000:1 / 25000:1 (dynamic) 1000:1 / 25000:1 (dynamic),250 cd/m2 250 cd/m2,1920 x 1080 at 60 Hz 1920 x 1080 at 60 Hz,LED-backlit LCD monitor / TFT active matrix,16.7 million colours 16.7 million colours
www.odsi.co.uk//57,"NEC-60003432-NEC MultiSync X552S PG - 55"" Class ( 54.5"" viewable ) LED-backlit LCD Flat Panel Display","NEC MultiSync X552S PG - 55"" Class ( 54.5"" viewable ) LED-backlit LCD flat panel display",8 ms,16:9 16:9,4000:1,500 cd/m2,"1366 x 768, 1024 x 768 (XGA), 640 x 480 (VGA), 800 x 600 (SVGA), 1280 x 768 (WXGA), 1280 x 1024 (SXGA), 1600 x 1200 (UXGA), 1280 x 960, 1280 x 720, 720 x 400, 1680 x 1050 (WSXGA+), 1920 x 1080, 1280 x 800, 1400 x 1050, 720 x 576",LED-backlit LCD flat panel display LED-backlit LCD flat panel display,
www.odsi.co.uk//188,"NEC 60003397 MultiSync V423 - 42"" LED-backlit LCD Flat Panel Display Monitor","NEC MultiSync V423 - 42"" LED-backlit LCD flat panel display",,16:9 16:9,1300:1,450 cd/m2,"1366 x 768, 1024 x 768 (XGA), 640 x 480 (VGA), 800 x 600 (SVGA), 1280 x 768 (WXGA), 1280 x 1024 (SXGA), 1600 x 1200 (UXGA), 1280 x 960, 1280 x 720, 720 x 400, 1680 x 1050 (WSXGA+), 1920 x 1080, 1280 x 800, 1400 x 1050, 720 x 576",LED-backlit LCD flat panel display LED-backlit LCD flat panel display,
www.odsi.co.uk//151,3M 32  C3266PW MULTITOUCH TFT 3M,"3M Multi-touch Display C3266PW - LED monitor - 32""",5 ms 5 ms,Widescreen Widescreen,1300:1 1300:1,405 cd/m2 405 cd/m2,FullHD 1920 x 1080 at 120 Hz FullHD 1920 x 1080 at 120 Hz,LED-backlit LCD monitor / TFT active matrix,1.07 billion colours 1.07 billion colours
www.odsi.co.uk//92,3M 15  BLK TOUCH LCD CAP USB 11-81375-225 Microtouch,"15"" 15""",16 ms 16 ms,,350:1,215 cd/m2,1024 x 768 at 75 Hz,LCD display / TFT active matrix LCD monitor / TFT active matrix,
www.odsi.co.uk//28,"NEC-60003544-NEC SpectraView 242-BK - 24.1"" - LED-backlit LCD Monitor","NEC SpectraView 242 - LED monitor - 24.1""",16 ms (On/Off); 8 ms (grey-to-grey) 16 ms (On/Off); 8 ms (grey-to-grey),Widescreen Widescreen,1000:1 1000:1,340 cd/m2 340 cd/m2,1920 x 1200 at 60 Hz 1920 x 1200 at 60 Hz,LED-backlit LCD monitor / TFT active matrix,1.07 billion colours 1.07 billion colours
www.odsi.co.uk//204,"NEC-60003588-NEC MultiSync EA234WMi - 23"" - LED-backlit LCD Monitor","NEC MultiSync EA234WMi - LED monitor - 23""",6 ms 6 ms,Widescreen - 16:9 Widescreen - 16:9,1000:1 / 25000:1 (dynamic) 1000:1 / 25000:1 (dynamic),250 cd/m2 250 cd/m2,1920 x 1080 1920 x 1080,LED-backlit LCD monitor / TFT active matrix,16.8 million colours 16.8 million colours
www.odsi.co.uk//183,"NEC-60003631-NEC MultiSync X464UN - 46"" LED-Backlit LCD Flat Panel Display","NEC MultiSync X464UN - 46"" LED-backlit LCD flat panel display NEC MultiSync 46"" LED-backlit LCD flat panel display",8 ms,16:9 16:9,3500:1,700 cd/m2,"1024 x 768 (XGA), 640 x 480 (VGA), 800 x 600 (SVGA), 1280 x 768 (WXGA), 1280 x 1024 (SXGA), 1600 x 1200 (UXGA), 1360 x 768, 1920 x 1080, 3840 x 2160, 4096 x 2160",LED-backlit LCD flat panel display LED-backlit LCD flat panel display,
www.odsi.co.uk//118,"ViewSonic VG2433SMH 24"" 1920x1080 4ms VGA DVI HDMI LED Monitor",,,,,,,,
www.odsi.co.uk//83,B326HULymiidphz 32 MM HDMI DV UM.JB6EE.001 ACER,"32""",6 ms,Widescreen - 16:9 Widescreen,100000000:1 (dynamic),350 cd/m2 300 cd/m2,2560 x 1440,LED-backlit LCD monitor / TFT active matrix,
www.odsi.co.uk//110,,"23""",6 ms,Widescreen - 16:9 Widescreen,1000:1 / 100000000:1 (dynamic),250 cd/m2,FullHD 1920 x 1080 at 60 Hz 1920 x 1080,LED-backlit LCD monitor / TFT active matrix,16.7 million colours
www.odsi.co.uk//129,,,,16:09,,,1600 x 900,,
www.odsi.co.uk//199,,"29.8""",7 ms (grey-to-grey) 7 ms (grey-to-grey),Widescreen - 16:10 16:10 Widescreen - 16:10,1000:1 1000:1,340 cd/m2 340 cd/m2,2560 x 1600 2560 x 1600,LED-backlit LCD monitor / TFT active matrix,1.07 billion colours 1.07 billion colours
www.odsi.co.uk//102,"ViewSonic VP2772 27"" 2560x1440 6ms DVI-D HDMI Display Port LED Monitor","27""",6 ms 12 ms,Widescreen - 16:9 Widescreen,1000:1 / 20000000:1 (dynamic),350 cd/m2,QHD 2560 x 1440 2560 x 1440,LED-backlit LCD monitor / TFT active matrix,
www.odsi.co.uk//173,V196Lb 19  Black DVI LED UM.CV6EE.013 ACER,"19""",5 ms,5:4,100000000:1 (dynamic),250 cd/m2,1280 x 1024,LED-backlit LCD monitor / TFT active matrix,16.7 million colours
www.odsi.co.uk//135,,"NEC MultiSync EA274WMI - LED monitor - 27""",6 ms 6 ms,Widescreen - 16:9 Widescreen - 16:9,1000:1 / 25000:1 (dynamic) 1000:1 / 25000:1 (dynamic),350 cd/m2 350 cd/m2,2560 x 1440 at 60 Hz 2560 x 1440 at 60 Hz,LED-backlit LCD monitor / TFT active matrix,16.8 million colours 16.8 million colours
www.odsi.co.uk//25,"The NEC V651 65"" LCD High-Performance Commercial-Grade Display Profession NEC Display Solution","NEC V651 - 65"" Class ( 65"" viewable ) LCD flat panel display",8 ms,16:9 16:9,5000:1,400 cd/m2,"1024 x 768 (XGA), 640 x 480 (VGA), 800 x 600 (SVGA), 832 x 624, 1280 x 768 (WXGA), 1280 x 1024 (SXGA), 1600 x 1200 (UXGA), 720 x 400, 1360 x 768, 1920 x 1080",LCD flat panel display LCD flat panel display,
www.odsi.co.uk//211,3M 17 M170 TOUCHSCREEN CAP USB 11-91378-225 Microtouch,"17"" 17""",9 ms 9 ms,,800:1,270 cd/m2,1280 x 1024 at 60 Hz,LCD display / TFT active matrix LCD monitor / TFT active matrix,16.2 million colours 16.2 million colors 16.2 million colours
www.odsi.co.uk//90,TD2740 27 TOUCH MM IPS HD DP TD2740 Viewsonic,"27""",12 ms,Widescreen,3000:1,260 cd/m2,FullHD 1920 x 1080,LED-backlit LCD monitor / TFT active matrix,
www.odsi.co.uk//165,"Acquire the NEC LCD Screen, NEC Displays MultiSync P462, and 46 inch LCD Public Display at a low price","NEC MultiSync P462 - 46"" LCD flat panel display",8 ms,16:9 16:9,3500:1,700 cd/m2,"1366 x 768, 1440 x 1050, 1024 x 768 (XGA), 640 x 480 (VGA), 800 x 600 (SVGA), 1280 x 768 (WXGA), 1280 x 1024 (SXGA), 1600 x 1200 (UXGA), 1280 x 960, 1280 x 720, 720 x 400, 1680 x 1050 (WSXGA+), 1920 x 1080, 1280 x 800",LCD flat panel display LCD flat panel display,
www.odsi.co.uk//82,"NEC-60003585-NEC MultiSync EA193Mi - 19"" - LED-Backlit LCD Monitor","NEC MultiSync EA193Mi - LED monitor - 19""",6 ms 6 ms,5:4 5:4,1000:1 1000:1,250 cd/m2 250 cd/m2,1280 x 1024 1280 x 1024,LED-backlit LCD monitor / TFT active matrix,16.7 million colours 16.7 million colours
www.odsi.co.uk//192,"DVI MM TD2420 ViewSonic TD2420 Black 23.6"" Optical Multi-Touch Monitor","23.6""",5 ms,Widescreen - 16:9,1000:1 / 20000000:1 (dynamic),200 cd/m2 210 cd/m2,FullHD 1920 x 1080,LED-backlit LCD monitor / TFT active matrix,
www.odsi.co.uk//99,VA2342-LED 23 DVI HD LED VA2342-LED Viewsonic,"23""",5 ms,Widescreen - 16:9,1000:1 / 10000000:1 (dynamic),250 cd/m2,FullHD 1920 x 1080,LED-backlit LCD monitor / TFT active matrix,
www.odsi.co.uk//81,Viewsonic VX2270SMH-LED 21.5 Full HD IPS Monitor,"21.5""",7 ms (grey-to-grey),Widescreen - 16:9,1000:1 / 30000000:1 (dynamic),250 cd/m2,FullHD 1920 x 1080,LED-backlit LCD monitor / TFT active matrix,
www.odsi.co.uk//194,"NEC-60003581-NEC MultiSync E171M - 17"" LED-Backlit LCD Monitor","17""",5 ms 5 ms,5:4 5:4,1000:1 1000:1 / 25000:1 (dynamic) 1000:1,250 cd/m2 250 cd/m2,1280 x 1024 1280 x 1024 at 75 Hz 1280 x 1024,LED-backlit LCD monitor / TFT active matrix,16.7 million colours 16.7 million colours
www.odsi.co.uk//170,,"NEC MultiSync E554 - 55"" LED-backlit LCD flat panel display",6.5 ms,16:9 16:9,4000:1,350 cd/m2,"1366 x 768, 1024 x 768 (XGA), 640 x 480 (VGA), 800 x 600 (SVGA), 1280 x 720, 720 x 400, 1920 x 1080, 1280 x 800",LED-backlit LCD flat panel display LED-backlit LCD flat panel display,
www.odsi.co.uk//209,,"23.6""",5 ms,Widescreen - 16:9,1000:1 / 10000000:1 (dynamic),250 cd/m2,FullHD 1920 x 1080,LED-backlit LCD monitor / TFT active matrix,
www.odsi.co.uk//107,"NEC 60003419 MultiSync P242W-BK - 24"" - LCD Monitor","NEC MultiSync P242W - LED monitor - 24.1""",16 ms (tr - tf); 8 ms (grey-to-grey) 16 ms (tr - tf); 8 ms (grey-to-grey),Widescreen Widescreen,1000:1 1000:1,350 cd/m2 350 cd/m2,1920 x 1200 at 60 Hz 1920 x 1200 at 60 Hz,LED-backlit LCD monitor / TFT active matrix,16.8 million colours 16.8 million colours
www.odsi.co.uk//48,"Buy the E654, NEC E654 Display Solutions, NEC Displays MultiSync E654 (65 inch) Edge LED Backlit LCD Display here at odsi.co.uk","NEC MultiSync E654 - 65"" LED-backlit LCD flat panel display",6.5 ms,16:9 16:9,4000:1,350 cd/m2,"1366 x 768, 1024 x 768 (XGA), 640 x 480 (VGA), 800 x 600 (SVGA), 1280 x 720, 720 x 400, 1920 x 1080, 1280 x 800",LED-backlit LCD flat panel display LED-backlit LCD flat panel display,
www.odsi.co.uk//104,Competitive Priced NEC V422 MultiSync 42 inch LCD Public Display Panel,,,16:09,,,1920 x 1080,,
www.odsi.co.uk//121,"NEC-60003483-NEC MultiSync E324 - 32"" LED-backlit LCD Flat Panel Display","NEC MultiSync E324 - 32"" LED-backlit LCD flat panel display",6.5 ms,16:9 16:9,3000:1,350 cd/m2,"1366 x 768, 1024 x 768 (XGA), 640 x 480 (VGA), 800 x 600 (SVGA), 1280 x 720, 720 x 400, 1920 x 1080, 1280 x 800",LED-backlit LCD flat panel display LED-backlit LCD flat panel display,
www.odsi.co.uk//149,,"NEC MultiSync EA223WM - LED monitor - 22""",5 ms 5 ms,Widescreen - 16:10 Widescreen - 16:10,1000:1 / 25000:1 (dynamic) 1000:1 / 25000:1 (dynamic),250 cd/m2 250 cd/m2,HD 1680 x 1050 at 60 Hz HD 1680 x 1050 at 60 Hz,LED-backlit LCD monitor / TFT active matrix,16.7 million colours 16.7 million colours
www.odsi.co.uk//14,B246HLAymdr 24  HA MM DVI LED UM.FB6EE.A01 ACER,,,Widescreen,,,1920 x 1080,LED-backlit LCD monitor / TFT active matrix,
www.odsi.co.uk//179,,"NEC MultiSync PA272W - LED monitor - 27""",8 ms (grey-to-grey) 8 ms (grey-to-grey),16:9 16:9,1000:1 1000:1,350 cd/m2 350 cd/m2,2560 x 1440 at 60 Hz 2560 x 1440 at 60 Hz,LED-backlit LCD monitor / TFT active matrix,1.07 billion colours 1.07 billion colours
www.odsi.co.uk//120,"NEC-60003295-NEC AccuSync AS241W - 24"" LCD Monitor","23.55""",5 ms 5 ms,Widescreen - 16:9 Widescreen - 16:9,1000:1 1000:1,300 cd/m2 300 cd/m2,FullHD 1920 x 1080 FullHD 1920 x 1080,LCD monitor / TFT active matrix,16.7 million colours 16.7 million colours
www.odsi.co.uk//154,,"NEC MultiSync X462S - 46"" LED-backlit LCD flat panel display",8 ms,16:9 16:9,4000:1,700 cd/m2,"1366 x 768, 1024 x 768 (XGA), 640 x 480 (VGA), 800 x 600 (SVGA), 1280 x 768 (WXGA), 1280 x 1024 (SXGA), 1600 x 1200 (UXGA), 1280 x 960, 1280 x 720, 720 x 400, 1680 x 1050 (WSXGA+), 1920 x 1080, 1280 x 800, 1400 x 1050, 720 x 576",LED-backlit LCD flat panel display LED-backlit LCD flat panel display,
www.odsi.co.uk//64,"NEC-60003293-NEC MultiSync EA223WM - 22"" - LED-Backlit LCD Monitor","NEC MultiSync EA223WM - LED monitor - 22""",5 ms 5 ms,Widescreen - 16:10 Widescreen - 16:10,1000:1 / 25000:1 (dynamic) 1000:1 / 25000:1 (dynamic),250 cd/m2 250 cd/m2,HD 1680 x 1050 at 60 Hz HD 1680 x 1050 at 60 Hz,LED-backlit LCD monitor / TFT active matrix,16.7 million colours 16.7 million colours
www.odsi.co.uk//10,Purchase the Mitsubishi MDT652S 65 inch LCD 1080P DVI-D/HDMI 8MS at an affordable price,,8 ms (Grey to Grey),16:09,4000:1 (typical),700 cd/m² (typical),1920 x 1080 pixels,"65"" Widescreen LCD Display",Approx. 1.06 billion colours
www.odsi.co.uk//7,"Buy the NEC V462 46"" High-Performance Commercial-Grade Large-Screen Display LCD Panel","NEC MultiSync V462 MultiTouch - 46"" Class ( 46"" viewable ) LCD flat panel display",8 ms,16:9 16:9,,450 cd/m2,"1366 x 768, 1024 x 768 (XGA), 640 x 480 (VGA), 800 x 600 (SVGA), 1280 x 768 (WXGA), 1280 x 1024 (SXGA), 1600 x 1200 (UXGA), 1280 x 960, 1280 x 720, 720 x 400, 1680 x 1050 (WSXGA+), 1920 x 1080, 1280 x 800, 1400 x 1050, 720 x 576",LCD flat panel display LCD flat panel display with touch-screen,
www.odsi.co.uk//177,,"23""",5 ms 5 ms,Widescreen - 16:9 Widescreen - 16:9,1000:1 / 25000:1 (dynamic) 1000:1 / 25000:1 (dynamic),250 cd/m2 250 cd/m2,FullHD 1920 x 1080 at 60 Hz FullHD 1920 x 1080 at 60 Hz,LED-backlit LCD monitor / TFT active matrix,16.7 million colours 16.7 million colours
www.odsi.co.uk//175,"NEC-60003490-NEC MultiSync PA242W-BK - 24.1"" - LED-Backlit LCD Monitor","NEC MultiSync PA242W - LED monitor - 24.1""",16 ms (On/Off); 6 ms (grey-to-grey) 16 ms (On/Off); 6 ms (grey-to-grey),Widescreen - 16:10 Widescreen - 16:10,1000:1 1000:1,350 cd/m2 350 cd/m2,1920 x 1200 at 60 Hz 1920 x 1200 at 60 Hz,LED-backlit LCD monitor / TFT active matrix,1.07 billion colours 1.07 billion colours
www.odsi.co.uk//49,Sharp PNE471R 46-inch high-performance LCD Monitor,,,,,,,,
www.odsi.co.uk//67,"NEC-60003586-NEC MultiSync EA193Mi - 19"" - LED-Backlit LCD Monitor","NEC MultiSync EA193Mi - LED monitor - 19""",6 ms 6 ms,5:4 5:4,1000:1 1000:1,250 cd/m2 250 cd/m2,1280 x 1024 at 60 Hz 1280 x 1024 at 60 Hz,LED-backlit LCD monitor / TFT active matrix,16.7 million colours 16.7 million colours
www.odsi.co.uk//93,V276HLbd 27  DVI LED UM.HV6EE.013 ACER,"27""",6 ms,Widescreen Widescreen - 16:9,100000000:1 (dynamic),300 cd/m2,1920 x 1080 FullHD 1920 x 1080 at 60 Hz,LED-backlit LCD monitor / TFT active matrix,16.7 million colours
www.odsi.co.uk//51,G226HQLLbid 22  IPS HDMI DVI UM.WG6EE.L01 ACER,"21.5""",5 ms,Widescreen - 16:9,100000000:1 (dynamic),250 cd/m2,FullHD 1920 x 1080,LED-backlit LCD monitor / TFT active matrix,16.7 million colours
www.odsi.co.uk//180,ViewSonic VG2433-LED 23.6 Widescreen VGA DVI Full HD Ergonomic Monitor,"23.6""",5 ms,Widescreen Widescreen - 16:9,1000:1 / 20000000:1 (dynamic),300 cd/m2,FullHD 1920 x 1080 1920 x 1080,LED-backlit LCD monitor / TFT active matrix,
www.odsi.co.uk//190,"Lenovo T72MDUK ThinkVision LT2252P - 22"" Widescreen LCD Monitor","22""",5 ms,Widescreen - 16:10 Widescreen,1000:1,250 cd/m2,1680 x 1050 1680 x 1050 at 75 Hz,LED-backlit LCD monitor / TFT active matrix,16.7 million colours
www.odsi.co.uk//40,Sharp PNE802 80-Inch 1080p 60Hz Touchscreen LCD Monitor,,,,,,,,
www.odsi.co.uk//72,"NEC-60003491-NEC MultiSync PA242W - 24.1"" - LED-Backlit LCD Monitor","NEC MultiSync PA242W - LED monitor - 24.1""",16 ms (On/Off); 6 ms (grey-to-grey) 16 ms (On/Off); 6 ms (grey-to-grey),Widescreen - 16:10 Widescreen - 16:10,1000:1 1000:1,350 cd/m2 350 cd/m2,1920 x 1200 at 60 Hz 1920 x 1200 at 60 Hz,LED-backlit LCD monitor / TFT active matrix,1.07 billion colours 1.07 billion colours
www.odsi.co.uk//85,G206HQLCb 20  LED UM.IG6EE.C01 ACER,"19.5""",5 ms,Widescreen,100000000:1 (dynamic),200 cd/m2,1600 x 900 at 60 Hz,LED-backlit LCD monitor / TFT active matrix,16.7 million colours
www.odsi.co.uk//133,VG2039M-LED 20 HA MM DVI DP TS VG2039M-LED Viewsonic,"19.5""",5 ms,Widescreen - 16:9,1000:1 / 20000000:1 (dynamic),250 cd/m2,1600 x 900 at 60 Hz,LED-backlit LCD monitor / TFT active matrix,
www.odsi.co.uk//56,"Get the MITSUBISHI LDT422V Â 42 inch TFT LCD, Commercial Specification, Data + Video, suitable for Landscape",,9 ms (G to G),16:09,1300:1 (typical),500 cd/m² (typical),1920 x 1080 pixels,"42"" Full HD Widescreen LCD Display",Approximately 1.06 billion colours
www.odsi.co.uk//187,,"NEC MultiSync X552S - 55"" Class ( 54.5"" viewable ) LED-backlit LCD flat panel display",8 ms,16:9 16:9,4000:1,500 cd/m2,"1366 x 768, 1024 x 768 (XGA), 640 x 480 (VGA), 800 x 600 (SVGA), 1280 x 768 (WXGA), 1280 x 1024 (SXGA), 1600 x 1200 (UXGA), 1280 x 960, 1280 x 720, 720 x 400, 1680 x 1050 (WSXGA+), 1920 x 1080, 1280 x 800, 1400 x 1050, 720 x 576",LED-backlit LCD flat panel display LED-backlit LCD flat panel display,
www.odsi.co.uk//186,,"23.6""",5 ms,Widescreen - 16:9,1000:1 / 20000000:1 (dynamic),300 cd/m2,FullHD 1920 x 1080 at 60 Hz FullHD 1920 x 1080,LED-backlit LCD monitor / TFT active matrix,
www.odsi.co.uk//203,,"21.5""",5 ms (typical); 2 ms (grey-to-grey),Widescreen - 16:9,1000:1 / 20000000:1 (dynamic),250 cd/m2,FullHD 1920 x 1080,LED-backlit LCD monitor / TFT active matrix,
www.odsi.co.uk//96,Buy the PA301W-BK NEC 30 inch Widescreen Professional Graphics Desktop Monitor,"29.8"" Widescreen",7ms Gray-to-Gray,,1000:01:00,350cd/m²,,,
www.odsi.co.uk//66,"Obtain the NEC P552 LCD Screen, NEC 55"" Professional-Grade Large-Screen Display","NEC MultiSync P552 - 55"" LCD flat panel display",8 ms,16:9 16:9,4000:1,500 cd/m2,"1366 x 768, 1024 x 768 (XGA), 640 x 480 (VGA), 800 x 600 (SVGA), 1280 x 768 (WXGA), 1280 x 1024 (SXGA), 1600 x 1200 (UXGA), 1280 x 960, 1280 x 720, 720 x 400, 1680 x 1050 (WSXGA+), 1920 x 1080, 1280 x 800, 1400 x 1050, 720 x 576",LCD flat panel display LCD flat panel display,
www.odsi.co.uk//98,V226HQLAbmd 22 DVI VGA MM UM.WV6EE.A09 ACER,"21.5""",8 ms,Widescreen - 16:9 Widescreen,100000000:1 (dynamic),250 cd/m2,1920 x 1080 at 60 Hz 1920 x 1080,LED-backlit LCD monitor / TFT active matrix,16.7 million colours
www.odsi.co.uk//160,,"23.6""",5 ms,Widescreen,1000:1 1000:1 / 10000000:1 (dynamic),250 cd/m2,FullHD 1920 x 1080 1920 x 1080,LED-backlit LCD monitor / TFT active matrix,
www.odsi.co.uk//217,B226WLymdr 22 DVI VGA MM HA UM.EB6EE.005 ACER,"22""",5 ms,Widescreen Widescreen - 16:10,100000000:1 (dynamic),250 cd/m2,1680 x 1050 at 60 Hz 1680 x 1050,LED-backlit LCD monitor / TFT active matrix,16.7 million colours
www.odsi.co.uk//43,"Acquire the P551-AVT NEC LCD Screen, NEC 55 inch Professional-Grade Large-Screen Display",,,16:09,,,1920 x 1080,,
www.odsi.co.uk//101,"NEC-60003682-NEC MultiSync E243WMI-WH - 23.8"" - LED-Backlit LCD Monitor","23.8""",6 ms 6 ms,Widescreen - 16:9 Widescreen - 16:9,1000:1 / 25000:1 (dynamic) 1000:1 / 25000:1 (dynamic),250 cd/m2 250 cd/m2,FullHD 1920 x 1080 FullHD 1920 x 1080,LED-backlit LCD monitor / TFT active matrix,16.7 million colours 16.7 million colours
www.odsi.co.uk//89,"NEC-60003484-NEC MultiSync E424 - 42"" LED-backlit LCD Flat Panel Display","NEC MultiSync E424 - 42"" LED-backlit LCD flat panel display",6.5 ms,16:9 16:9,3000:1,350 cd/m2,"1366 x 768, 1024 x 768 (XGA), 640 x 480 (VGA), 800 x 600 (SVGA), 1280 x 720, 720 x 400, 1920 x 1080, 1280 x 800",LED-backlit LCD flat panel display LED-backlit LCD flat panel display,
www.odsi.co.uk//144,"NEC-60003437-NEC MultiSync X401S PG - 40"" Class ( 40"" viewable ) LED-Backlit LCD Flat Panel Display","NEC MultiSync X401S PG - 40"" Class ( 40"" viewable ) LED-backlit LCD flat panel display",8 ms,16:9 16:9,3500:1,500 cd/m2,"1366 x 768, 1024 x 768 (XGA), 640 x 480 (VGA), 800 x 600 (SVGA), 1280 x 768 (WXGA), 1280 x 1024 (SXGA), 1600 x 1200 (UXGA), 1280 x 960, 1280 x 720, 720 x 400, 1680 x 1050 (WSXGA+), 1920 x 1080, 1280 x 800, 1400 x 1050, 720 x 576",LED-backlit LCD flat panel display LED-backlit LCD flat panel display,
www.odsi.co.uk//191,,,,Widescreen,,,1920 x 1080,LED-backlit LCD monitor / TFT active matrix,
www.odsi.co.uk//156,VX2452MH-LED 24 HDMI DVI MM VX2452MH Viewsonic,"23.6""",2 ms (gray-to-gray),Widescreen Widescreen - 16:9,1000:1 / 50000000:1 (dynamic),300 cd/m2 250 cd/m2,FullHD 1920 x 1080 1920 x 1080,LED-backlit LCD monitor / TFT active matrix,
www.odsi.co.uk//46,"NEC 60003671 MultiSync X464UNV - 46"" LED-Backlit LCD Flat Panel Display","NEC MultiSync 46"" LED-backlit LCD flat panel display NEC MultiSync X464UNV - 46"" LED-backlit LCD flat panel display",8 ms,16:9 16:9,3500:1,500 cd/m2,"1024 x 768 (XGA), 640 x 480 (VGA), 800 x 600 (SVGA), 1280 x 768 (WXGA), 1280 x 1024 (SXGA), 1600 x 1200 (UXGA), 1360 x 768, 1920 x 1080, 3840 x 2160, 4096 x 2160",LED-backlit LCD flat panel display LED-backlit LCD flat panel display,
www.odsi.co.uk//11,Maestro236Dbd  23  IPS LED DVI UM.VQ6EE.001 ACER,"23""",5 ms,Widescreen - 16:9 Widescreen,100000000:1 (dynamic) 1000:1 / 100000000:1 (dynamic),250 cd/m2,1920 x 1080 1920 x 1080 at 60 Hz FullHD 1920 x 1080 at 60 Hz,LED-backlit LCD monitor / TFT active matrix,16.7 million colours
www.odsi.co.uk//114,"NEC-60003582-NEC MultiSync E171M - 17"" LED-Backlit LCD Monitor","17""",5 ms 5 ms,5:4 5:4,1000:1 / 25000:1 (dynamic) 1000:1 1000:1,250 cd/m2 250 cd/m2,1280 x 1024 at 75 Hz 1280 x 1024 1280 x 1024,LED-backlit LCD monitor / TFT active matrix,16.7 million colours 16.7 million colours
www.odsi.co.uk//33,"NEC-60003701-NEC MultiSync P403 PG (Protective Glass) - 40"" LED-backlit LCD Flat Panel Display","NEC MultiSync P403 PG - 40"" LED-backlit LCD flat panel display",8 ms,16:9 16:9,4000:1,700 cd/m2,"1024 x 768 (XGA), 640 x 480 (VGA), 800 x 600 (SVGA), 1280 x 768 (WXGA), 1280 x 1024 (SXGA), 1600 x 1200 (UXGA), 1360 x 768, 1920 x 1080, 3840 x 2160, 4096 x 2160",LED-backlit LCD flat panel display LED-backlit LCD flat panel display,
